id,name,owner,geom,building_type,built_date,replaced_date,built_date_confidence_pct,replaced_date_confidence_pct,source,timewalk_notes,street_address,num_floors,material,roof_type,fire_damage,confidence_notes,house_number,address_generated,building_type_original,building_color,timewalk_id,live_model_id
3812,\N,\N,0106000020110F0000010000000103000000010000000700000000003EDAB56C5FC10000780C98F55241008097CCB46C5FC10000A05798F5524100002E30B36C5FC10000089092F552410080C13DB46C5FC10000E04492F552410000A334B56C5FC10000080092F5524100004BD1B66C5FC1000098C797F5524100003EDAB56C5FC10000780C98F55241,residential_poor,\N,\N,\N,\N,period_defaults_v1,\N,124 Bowery Street,2,wood_frame,gabled,\N,"House number generated (not confirmed). Pre-1793 NYC had no systematic numbering. Inferred from building_type using 1776 Manhattan architectural norms. Wealthy=brick/3fl (post-1766 building code favored brick after fires). Middle=wood clapboard/2fl. Poor=wood frame/2fl. Govt=stone/3fl. See: Blackmar ""Manhattan for Rent"", Burrows & Wallace ""Gotham"" Ch.7-8.",124,t,residential_poor,#8B5E3C,tw_1776_01M08HMQZXDGNQ1JF460N9TYB7,\N
3813,\N,\N,0106000020110F000001000000010300000001000000070000000000CA8C606D5FC10000405A1CF552410000789D5F6D5FC10000788F1DF5524100004ADC5E6D5FC1000018891EF552410000E0E75A6D5FC10000E8791BF55241000038A95B6D5FC1000010801AF5524100005A985C6D5FC10000104B19F552410000CA8C606D5FC10000405A1CF55241,residential_middle,\N,\N,\N,\N,period_defaults_v2_stokes,\N,18 Dutch Street,2,brick,gabled,\N,"House number generated (not confirmed). Pre-1793 NYC had no systematic numbering. Updated: Contemporary sources (Stokes IV, ca.1768 and 1770) state ""houses in general are built of brick, most of them in the Dutch method."" Brick was standard for middle-class housing in lower Manhattan by 1770s.",18,t,residential_middle,#A8C84A,tw_1776_01M08HMQZXPFFPY1381TXTRXSE,\N
3814,\N,"tary-public,",0106000020110F00000100000001030000000100000007000000000056A78F6D5FC10000108DA5F452410000A2A5906D5FC10000384CA6F452410000DA4D916D5FC10000F8CAA6F45241000040B18D6D5FC100008895ABF452410000FC098D6D5FC100007817ABF4524100006C0C8C6D5FC10000E058AAF45241000056A78F6D5FC10000108DA5F45241,government,\N,\N,\N,\N,period_defaults_v1; 1786_NYC_Directory,\N,41 Wall Street,3,stone,hip,\N,"House number generated (not confirmed). Pre-1793 NYC had no systematic numbering. 1786 Directory match (post-war, owners may differ from 1776). Addr: 20 Wall Street. Inferred from building_type using 1776 Manhattan architectural norms. Wealthy=brick/3fl (post-1766 building code favored brick after fires). Middle=wood clapboard/2fl. Poor=wood frame/2fl. Govt=stone/3fl. See: Blackmar ""Manhattan for Rent"", Burrows & Wallace ""Gotham"" Ch.7-8.",41,t,government,#7B4FA0,tw_1776_01M08HMQZXXNHR0A07J29SM7XF,\N
3815,\N,\N,0106000020110F0000010000000103000000010000000700000000006F4D276D5FC10000982537F5524100009B54286D5FC10000587238F5524100004EBE286D5FC1000000F838F5524100003CD2246D5FC10000E0113CF552410000A668246D5FC10000608C3BF5524100007461236D5FC10000983F3AF5524100006F4D276D5FC10000982537F55241,residential_middle,\N,\N,\N,\N,period_defaults_v1,\N,55 Beekman Street,2,wood_frame,gabled,\N,"House number generated (not confirmed). Pre-1793 NYC had no systematic numbering. Inferred from building_type using 1776 Manhattan architectural norms. Wealthy=brick/3fl (post-1766 building code favored brick after fires). Middle=wood clapboard/2fl. Poor=wood frame/2fl. Govt=stone/3fl. See: Blackmar ""Manhattan for Rent"", Burrows & Wallace ""Gotham"" Ch.7-8.",55,t,residential_poor,#A8C84A,tw_1776_01M08HMQZXEJES55AZHYFN1FRA,\N
3818,\N,\N,0106000020110F0000010000000103000000010000000B00000000004C250B6E5FC1000070A99DF45241000050940B6E5FC10000380E9DF45241000062DE0B6E5FC10000A8A69CF4524100008A1A0C6E5FC1000010C59CF4524100003AC80C6E5FC10000D81C9DF45241000018770D6E5FC1000038759DF45241000052260E6E5FC10000C8CD9DF45241000028D50E6E5FC1000028269EF452410000D8820F6E5FC10000F87D9EF45241000080620E6E5FC100000808A0F4524100004C250B6E5FC1000070A99DF45241,docks,\N,\N,\N,\N,great_fire_spatial_analysis,\N,1 Morris Street,1,wood_frame,shed,destroyed_1776_great_fire,"House number generated (not confirmed). Pre-1793 NYC had no systematic numbering. Inferred from building_type using 1776 Manhattan architectural norms. Wealthy=brick/3fl (post-1766 building code favored brick after fires). Middle=wood clapboard/2fl. Poor=wood frame/2fl. Govt=stone/3fl. See: Blackmar ""Manhattan for Rent"", Burrows & Wallace ""Gotham"" Ch.7-8.",1,t,docks,#4A90D9,tw_1776_01M08HMQZXKEQ2VGYCM9A5EM1W,\N
3844,\N,\N,0106000020110F0000010000000103000000010000000500000000007A63F66D5FC1000080C169F452410000DCAAF46D5FC1000058F169F4524100001C05F46D5FC1000050FA63F452410000BABDF56D5FC1000078CA63F4524100007A63F66D5FC1000080C169F45241,residential_wealthy,\N,\N,\N,\N,great_fire_spatial_analysis,\N,6 Marketfield Street,3,brick,gambrel,destroyed_1776_great_fire,"House number generated (not confirmed). Pre-1793 NYC had no systematic numbering. Inferred from building_type using 1776 Manhattan architectural norms. Wealthy=brick/3fl (post-1766 building code favored brick after fires). Middle=wood clapboard/2fl. Poor=wood frame/2fl. Govt=stone/3fl. See: Blackmar ""Manhattan for Rent"", Burrows & Wallace ""Gotham"" Ch.7-8.",6,t,residential_wealthy,#2ECC71,tw_1776_01M08HMQZXMZ1ZQ8X23YQA71MZ,\N
3847,\N,\N,0106000020110F0000010000000103000000010000000500000000009B9DC66C5FC1000050D238F5524100007C06C76C5FC10000281D37F55241000034EACA6C5FC10000280C38F5524100005381CA6C5FC1000050C139F5524100009B9DC66C5FC1000050D238F55241,industrial,\N,\N,\N,\N,period_defaults_v2_stokes,\N,12 Skimmers,2,brick,gabled,\N,"House number generated (not confirmed). Pre-1793 NYC had no systematic numbering. Updated: Contemporary sources (Stokes IV, ca.1768 and 1770) state ""houses in general are built of brick, most of them in the Dutch method."" Brick was standard for middle-class housing in lower Manhattan by 1770s.",12,t,residential_middle,#808080,tw_1776_01M08HMQZXNX0E1FPNW2FCP68Y,\N
3850,\N,\N,0106000020110F0000010000000103000000010000001100000000000019DF6D5FC10000F0A47FF5524100007AADDE6D5FC10000C8BB81F5524100004E8BDE6D5FC10000C06582F55241000080A9D86D5FC10000B83681F552410000B8C4D86D5FC1000050AF80F5524100007481D86D5FC10000A89180F5524100006634D76D5FC10000D0FE7FF552410000706CD66D5FC10000A8A67FF552410000F4D7D86D5FC1000020297AF5524100000CA0D96D5FC1000058817AF5524100001AEDDA6D5FC1000030147BF552410000C239DC6D5FC10000D8A67BF5524100004485DD6D5FC1000008397CF552410000D4CEDE6D5FC1000050CA7CF552410000E099DF6D5FC10000D8237DF552410000BE83DF6D5FC10000F8917DF5524100000019DF6D5FC10000F0A47FF55241,docks,\N,\N,\N,\N,great_fire_spatial_analysis,\N,3 Fulton Street / Partition Street - Fair Street,1,wood_frame,shed,destroyed_1776_great_fire,"House number generated (not confirmed). Pre-1793 NYC had no systematic numbering. Inferred from building_type using 1776 Manhattan architectural norms. Wealthy=brick/3fl (post-1766 building code favored brick after fires). Middle=wood clapboard/2fl. Poor=wood frame/2fl. Govt=stone/3fl. See: Blackmar ""Manhattan for Rent"", Burrows & Wallace ""Gotham"" Ch.7-8.",3,t,docks,#4A90D9,tw_1776_01M08HMQZX75JA6HNA1HTQHTEG,\N
3851,\N,\N,0106000020110F000001000000010300000001000000080000000000F7F2036D5FC100008899C0F452410000EC7E006D5FC10000905CBCF452410000526A036D5FC100000004BAF452410000D4EA046D5FC1000030BDB8F4524100002182076D5FC1000050C9BBF4524100000323066D5FC10000C0F3BCF452410000B90C076D5FC100009012BEF452410000F7F2036D5FC100008899C0F45241,docks,\N,\N,\N,\N,period_defaults_v1,\N,\N,1,wood_frame,shed,\N,"Inferred from building_type using 1776 Manhattan architectural norms. Wealthy=brick/3fl (post-1766 building code favored brick after fires). Middle=wood clapboard/2fl. Poor=wood frame/2fl. Govt=stone/3fl. See: Blackmar ""Manhattan for Rent"", Burrows & Wallace ""Gotham"" Ch.7-8.",\N,f,docks,#4A90D9,tw_1776_01M08HMQZX07R6WDSNFHEFRTHW,\N
3853,\N,"—Ritter Peter, jeweller,",0106000020110F0000010000000103000000010000000900000000004857F76D5FC10000F06CA3F4524100008C36F66D5FC10000E83AA5F4524100008401F66D5FC10000C88FA5F452410000D2EAF06D5FC10000F061A2F4524100000220F16D5FC10000D80CA2F452410000C640F26D5FC10000D83EA0F452410000ECBEF26D5FC1000000759FF4524100009CD5F76D5FC10000D0A2A2F4524100004857F76D5FC10000F06CA3F45241,residential_wealthy,\N,\N,\N,\N,great_fire_spatial_analysis; 1786_NYC_Directory,\N,62 Broadway,2,wood_clapboard,gabled,destroyed_1776_great_fire,"House number generated (not confirmed). Pre-1793 NYC had no systematic numbering. 1786 Directory match (post-war, owners may differ from 1776). Addr: 51 Broadway. Broadway main thoroughfare - premium construction. Stokes Iconography Vol IV.",62,t,commercial_middle,#2ECC71,tw_1776_01M08HMQZX86QX8DCSDBGTCEAJ,\N
3854,\N,Hamilton,0106000020110F000001000000010300000001000000050000000000B882A16D5FC10000680847F45241000024B0A36D5FC10000384D45F452410000BCCCA66D5FC10000203749F4524100004E9FA46D5FC1000050F24AF452410000B882A16D5FC10000680847F45241,residential_wealthy,\N,\N,\N,\N,period_defaults_v1; 1786_NYC_Directory,\N,84 Water Street,2,wood_frame,gabled,\N,"House number generated (not confirmed). Pre-1793 NYC had no systematic numbering. 1786 Directory match (post-war, owners may differ from 1776). Addr: 33 Water Street. Waterfront commercial area - wood frame typical per Burrows & Wallace ""Gotham"". Near docks/wharves.",84,t,commercial_wealthy,#2ECC71,tw_1776_01M08HMQZXRBY2MFW2K99HVTS9,\N
3855,\N,\N,0106000020110F0000010000000103000000010000000700000000003AB4656D5FC10000B08F1AF552410000FC77676D5FC10000884118F5524100009C3B6C6D5FC1000040E71BF552410000E8776A6D5FC1000050351EF5524100000EB9696D5FC10000A02E1FF55241000082F5646D5FC10000D8881BF5524100003AB4656D5FC10000B08F1AF55241,residential_middle,\N,\N,\N,\N,period_defaults_v2_stokes,\N,4 Dutch Street,2,brick,gabled,\N,"House number generated (not confirmed). Pre-1793 NYC had no systematic numbering. Updated: Contemporary sources (Stokes IV, ca.1768 and 1770) state ""houses in general are built of brick, most of them in the Dutch method."" Brick was standard for middle-class housing in lower Manhattan by 1770s.",4,t,residential_middle,#A8C84A,tw_1776_01M08HMQZXQTEHQ4GWD7AVJHPW,\N
3856,\N,\N,0106000020110F000001000000010300000001000000070000000000703AEA6D5FC10000D09AFBF45241000040A5E96D5FC1000090D2FCF452410000A23BE96D5FC1000048AFFDF4524100001ED2E36D5FC100004018FBF452410000B63BE46D5FC10000903BFAF452410000F4D0E46D5FC10000B003F9F452410000703AEA6D5FC10000D09AFBF45241,docks,\N,\N,\N,\N,great_fire_spatial_analysis,\N,4 Trinity PL / Lumber Street,1,wood_frame,shed,destroyed_1776_great_fire,"House number generated (not confirmed). Pre-1793 NYC had no systematic numbering. Inferred from building_type using 1776 Manhattan architectural norms. Wealthy=brick/3fl (post-1766 building code favored brick after fires). Middle=wood clapboard/2fl. Poor=wood frame/2fl. Govt=stone/3fl. See: Blackmar ""Manhattan for Rent"", Burrows & Wallace ""Gotham"" Ch.7-8.",4,t,docks,#4A90D9,tw_1776_01M08HMQZX7JXCY585WKBHTKGF,\N
3857,\N,"colourman,",0106000020110F000001000000010300000001000000050000000080969CA86C5FC10000B8AF86F552410080C496A86C5FC10000282689F552410080D596A26C5FC10000E81789F552410080A79CA26C5FC1000078A186F552410080969CA86C5FC10000B8AF86F55241,residential_poor,\N,\N,\N,\N,1786_NYC_Directory,\N,243 Pearl Street/ Queen Street,2,brick,gabled,\N,"House number generated (not confirmed). Pre-1793 NYC had no systematic numbering. 1786 Directory match (post-war, owners may differ from 1776). Addr: 237 Pearl Street/ Queen Street. Updated: Contemporary sources (Stokes IV, ca.1768 and 1770) state ""houses in general are built of brick, most of them in the Dutch method."" Brick was standard for middle-class housing in lower Manhattan by 1770s.",243,t,commercial_middle,#8B5E3C,tw_1776_01M08HMQZXJ546V1HKZ7VMVD5A,\N
3858,\N,\N,0106000020110F0000010000000103000000010000000D00000000006888D96C5FC1000088F26CF552410000B607DD6C5FC10000203C6BF552410000E269DE6C5FC10000988D6AF552410000C09FE06C5FC10000B8096FF552410000163CDF6C5FC1000000B96FF552410000C1D1DE6C5FC1000010ED6FF55241000062E1DE6C5FC10000A89B70F55241000077F6DE6C5FC10000308771F55241000096FBD96C5FC1000090F971F5524100007BE6D96C5FC10000C80D71F552410000A0BCD96C5FC10000283A6FF5524100000893D96C5FC1000048696DF5524100006888D96C5FC1000088F26CF55241,residential_poor,\N,\N,\N,\N,period_defaults_v2_stokes,\N,33 Orange Street,2,brick,gabled,\N,"House number generated (not confirmed). Pre-1793 NYC had no systematic numbering. Updated: Contemporary sources (Stokes IV, ca.1768 and 1770) state ""houses in general are built of brick, most of them in the Dutch method."" Brick was standard for middle-class housing in lower Manhattan by 1770s.",33,t,residential_middle,#8B5E3C,tw_1776_01M08HMQZXJ4Z0ECJD5Z2KS6PE,\N
3861,\N,Harris C.,0106000020110F00000100000001030000000100000009000000000068E9B76D5FC10000489E68F452410000D8C0B66D5FC10000A88E69F4524100009AF7B36D5FC10000A01E66F452410000F88CB46D5FC10000089765F452410000B612B56D5FC10000981D65F4524100008C84B56D5FC1000040B664F452410000C28CB56D5FC10000C0AE64F4524100006669B86D5FC10000883668F45241000068E9B76D5FC10000489E68F45241,commercial_wealthy,\N,\N,\N,\N,period_defaults_v1; 1786_NYC_Directory,\N,19 S William Street,3,brick,hip,\N,"House number generated (not confirmed). Pre-1793 NYC had no systematic numbering. 1786 Directory match (post-war, owners may differ from 1776). Addr: 93 S William Street. Inferred from building_type using 1776 Manhattan architectural norms. Wealthy=brick/3fl (post-1766 building code favored brick after fires). Middle=wood clapboard/2fl. Poor=wood frame/2fl. Govt=stone/3fl. See: Blackmar ""Manhattan for Rent"", Burrows & Wallace ""Gotham"" Ch.7-8.",19,t,commercial_wealthy,#D4AF37,tw_1776_01M08HMQZX19NX5HYK0SXF13E5,\N
3864,\N,\N,0106000020110F0000010000000103000000010000000700000000004FD59E6C5FC1000090CC50F5524100806247A06C5FC10000B8AA50F5524100001B5FA16C5FC10000289150F5524100809ED3A16C5FC10000D88B55F552410080F3BBA06C5FC1000068A555F552410000E6499F6C5FC1000040C755F5524100004FD59E6C5FC1000090CC50F55241,residential_poor,\N,\N,\N,\N,period_defaults_v1,\N,1 Rutgers Street,2,wood_frame,gabled,\N,"House number generated (not confirmed). Pre-1793 NYC had no systematic numbering. Inferred from building_type using 1776 Manhattan architectural norms. Wealthy=brick/3fl (post-1766 building code favored brick after fires). Middle=wood clapboard/2fl. Poor=wood frame/2fl. Govt=stone/3fl. See: Blackmar ""Manhattan for Rent"", Burrows & Wallace ""Gotham"" Ch.7-8.",1,t,residential_poor,#8B5E3C,tw_1776_01M08HMQZXC0CN19DAQB43Z5CJ,\N
3866,\N,Malcolm William,0106000020110F00000100000001030000000100000005000000000074C0BC6C5FC10000A0E45AF55241000016BABE6C5FC1000040095AF552410000601DC16C5FC10000608A5FF552410000C023BF6C5FC10000C06560F55241000074C0BC6C5FC10000A0E45AF55241,residential_poor,\N,\N,\N,\N,period_defaults_v1; 1786_NYC_Directory,\N,19 Van Water Street,2,wood_frame,gabled,\N,"House number generated (not confirmed). Pre-1793 NYC had no systematic numbering. 1786 Directory match (post-war, owners may differ from 1776). Addr: 159 Van Water Street. Inferred from building_type using 1776 Manhattan architectural norms. Wealthy=brick/3fl (post-1766 building code favored brick after fires). Middle=wood clapboard/2fl. Poor=wood frame/2fl. Govt=stone/3fl. See: Blackmar ""Manhattan for Rent"", Burrows & Wallace ""Gotham"" Ch.7-8.",19,t,industrial,#8B5E3C,tw_1776_01M08HMQZX8ZW8T2Z0JXC6W44K,\N
3867,\N,Renfor,0106000020110F0000010000000103000000010000000C00000000002FD18D6C5FC10000B88F27F552410000DC8B906C5FC10000280527F55241000092FA926C5FC10000A08926F552410000A5DA936C5FC10000A0F32AF552410000B1F5926C5FC1000008212BF5524100804A1E936C5FC1000088192CF5524100800542936C5FC1000030F42CF55241008013D18E6C5FC10000D0AD2DF5524100005EAD8E6C5FC1000048D32CF552410000253F8E6C5FC10000B0302AF552410000A7D18D6C5FC10000989227F5524100002FD18D6C5FC10000B88F27F55241,residential_middle,\N,\N,\N,\N,1786_NYC_Directory,\N,7 Cherry Street,2,brick,gabled,\N,"House number generated (not confirmed). Pre-1793 NYC had no systematic numbering. 1786 Directory match (post-war, owners may differ from 1776). Addr: 32 Cherry Street. Updated: Contemporary sources (Stokes IV, ca.1768 and 1770) state ""houses in general are built of brick, most of them in the Dutch method."" Brick was standard for middle-class housing in lower Manhattan by 1770s.",7,t,residential_middle,#A8C84A,tw_1776_01M08HMQZXK9DSD5DWCC7WVZV5,\N
3868,\N,\N,0106000020110F0000010000000103000000010000000900000000000A1BD26D5FC1000080DCABF4524100002823D36D5FC10000586EACF45241000010B6D36D5FC1000030C3ACF452410000E635D16D5FC100009817B1F452410000A6ADD06D5FC10000E8C8B0F4524100003CB0CF6D5FC10000F83CB0F4524100007CC3CE6D5FC1000038BAAFF4524100003E2ED16D5FC10000B859ABF4524100000A1BD26D5FC1000080DCABF45241,residential_wealthy,\N,\N,\N,\N,period_defaults_v1,\N,17 Exchange Pl,3,brick,gambrel,\N,"House number generated (not confirmed). Pre-1793 NYC had no systematic numbering. Inferred from building_type using 1776 Manhattan architectural norms. Wealthy=brick/3fl (post-1766 building code favored brick after fires). Middle=wood clapboard/2fl. Poor=wood frame/2fl. Govt=stone/3fl. See: Blackmar ""Manhattan for Rent"", Burrows & Wallace ""Gotham"" Ch.7-8.",17,t,residential_wealthy,#2ECC71,tw_1776_01M08HMQZXNCN1YKXMWFMAF8HV,\N
3869,\N,Henry John,0106000020110F00000100000001030000000100000010000000008018A1B36C5FC1000020AB98F5524100809266B16C5FC10000204A99F552410000602DAF6C5FC10000C8E899F55241008040F8AC6C5FC1000050869AF55241008047C3AC6C5FC1000018959AF552410080DABCAC6C5FC10000F89C98F55241008061B6AC6C5FC1000088A196F552410000F4AFAC6C5FC1000010A994F5524100801BA6AC6C5FC10000C8FD91F552410000B8A3AC6C5FC10000905791F55241008090A3B26C5FC10000D04191F552410000F3A5B26C5FC10000B0E791F552410000EBA8B26C5FC10000C0B592F5524100002E30B36C5FC10000089092F552410000AECCB46C5FC10000A05798F55241008018A1B36C5FC1000020AB98F55241,residential_poor,\N,\N,\N,\N,1786_NYC_Directory,\N,177 Pearl Street/ Queen Street,2,brick,gabled,\N,"House number generated (not confirmed). Pre-1793 NYC had no systematic numbering. 1786 Directory match (post-war, owners may differ from 1776). Addr: 209 Pearl Street/ Queen Street. Updated: Contemporary sources (Stokes IV, ca.1768 and 1770) state ""houses in general are built of brick, most of them in the Dutch method."" Brick was standard for middle-class housing in lower Manhattan by 1770s.",177,t,residential_middle,#8B5E3C,tw_1776_01M08HMQZXXGNPZ79VYD5VC5H7,\N
3870,\N,\N,0106000020110F0000010000000103000000010000000500000000003ADC5E6D5FC1000028891EF552410000560F5D6D5FC10000B0DC20F552410000F81A596D5FC1000070CD1DF552410000E0E75A6D5FC10000E8791BF5524100003ADC5E6D5FC1000028891EF55241,residential_wealthy,\N,\N,\N,\N,period_defaults_v2_stokes,\N,11 Dutch Street,2,brick,gabled,\N,"House number generated (not confirmed). Pre-1793 NYC had no systematic numbering. Updated: Contemporary sources (Stokes IV, ca.1768 and 1770) state ""houses in general are built of brick, most of them in the Dutch method."" Brick was standard for middle-class housing in lower Manhattan by 1770s.",11,t,residential_middle,#2ECC71,tw_1776_01M08HMQZXGH8Y2KN8TAFYPT13,\N
3871,\N,General,0106000020110F000001000000010300000001000000050000000000BC4D916D5FC10000E0CAA6F45241000052F3926D5FC100009008A8F452410000D4568F6D5FC1000038D3ACF45241000040B18D6D5FC100008895ABF452410000BC4D916D5FC10000E0CAA6F45241,government,\N,\N,\N,\N,period_defaults_v1; 1786_NYC_Directory,\N,39 Wall Street,3,stone,hip,\N,"House number generated (not confirmed). Pre-1793 NYC had no systematic numbering. 1786 Directory match (post-war, owners may differ from 1776). Addr: 18 Wall Street. Inferred from building_type using 1776 Manhattan architectural norms. Wealthy=brick/3fl (post-1766 building code favored brick after fires). Middle=wood clapboard/2fl. Poor=wood frame/2fl. Govt=stone/3fl. See: Blackmar ""Manhattan for Rent"", Burrows & Wallace ""Gotham"" Ch.7-8.",39,t,government,#7B4FA0,tw_1776_01M08HMQZXS9R5P9XD3GGGRNPP,\N
3872,\N,\N,0106000020110F0000010000000103000000010000000D000000000002CF2B6D5FC1000040833EF552410000F39C2A6D5FC10000B04740F552410000E9102A6D5FC10000B81641F5524100008CEC256D5FC10000C0493EF5524100007339266D5FC1000010D83DF5524100008D99256D5FC10000E00D3DF5524100003CD2246D5FC10000E0113CF5524100004EBE286D5FC1000000F838F5524100008385296D5FC10000E0F339F55241000050B52A6D5FC1000000743BF55241000073E32B6D5FC1000008F23CF552410000B96A2C6D5FC10000109D3DF55241000002CF2B6D5FC1000040833EF55241,industrial,\N,\N,\N,\N,period_defaults_v1,\N,49 Beekman Street,2,wood_frame,gabled,\N,"House number generated (not confirmed). Pre-1793 NYC had no systematic numbering. Inferred from building_type using 1776 Manhattan architectural norms. Wealthy=brick/3fl (post-1766 building code favored brick after fires). Middle=wood clapboard/2fl. Poor=wood frame/2fl. Govt=stone/3fl. See: Blackmar ""Manhattan for Rent"", Burrows & Wallace ""Gotham"" Ch.7-8.",49,t,residential_poor,#808080,tw_1776_01M08HMQZXZMAEYX8A5SY89X0D,\N
3875,\N,\N,0106000020110F00000100000001030000000100000007000000000090890A6E5FC1000020839EF4524100004C250B6E5FC1000070A99DF45241000080620E6E5FC100000808A0F45241000098500E6E5FC100008020A0F452410000343C0D6E5FC10000389AA1F452410000CEF1096E5FC1000040579FF45241000090890A6E5FC1000020839EF45241,docks,\N,\N,\N,\N,great_fire_spatial_analysis,\N,2 Rector Street,1,wood_frame,shed,destroyed_1776_great_fire,"House number generated (not confirmed). Pre-1793 NYC had no systematic numbering. Inferred from building_type using 1776 Manhattan architectural norms. Wealthy=brick/3fl (post-1766 building code favored brick after fires). Middle=wood clapboard/2fl. Poor=wood frame/2fl. Govt=stone/3fl. See: Blackmar ""Manhattan for Rent"", Burrows & Wallace ""Gotham"" Ch.7-8.",2,t,docks,#4A90D9,tw_1776_01M08HMQZXB5SDD88AE5MKP615,\N
3901,\N,\N,0106000020110F000001000000010300000001000000050000000000DCAAF46D5FC1000058F169F452410000ACC1F26D5FC1000070266AF452410000EC1BF26D5FC10000682F64F4524100001C05F46D5FC1000050FA63F452410000DCAAF46D5FC1000058F169F45241,residential_wealthy,\N,\N,\N,\N,great_fire_spatial_analysis,\N,8 Marketfield Street,3,brick,gambrel,destroyed_1776_great_fire,"House number generated (not confirmed). Pre-1793 NYC had no systematic numbering. Inferred from building_type using 1776 Manhattan architectural norms. Wealthy=brick/3fl (post-1766 building code favored brick after fires). Middle=wood clapboard/2fl. Poor=wood frame/2fl. Govt=stone/3fl. See: Blackmar ""Manhattan for Rent"", Burrows & Wallace ""Gotham"" Ch.7-8.",8,t,residential_wealthy,#2ECC71,tw_1776_01M08HMQZXDXNAC51Q2WD77C0Y,\N
3904,\N,\N,0106000020110F0000010000000103000000010000000700000000004F35C76C5FC10000005A36F552410000EA6EC76C5FC10000606C35F5524100002552CB6C5FC10000605D36F552410000C518CB6C5FC10000104A37F55241000034EACA6C5FC10000280C38F5524100007C06C76C5FC10000281D37F5524100004F35C76C5FC10000005A36F55241,residential_poor,\N,\N,\N,\N,period_defaults_v2_stokes,\N,10 Skimmers,2,brick,gabled,\N,"House number generated (not confirmed). Pre-1793 NYC had no systematic numbering. Updated: Contemporary sources (Stokes IV, ca.1768 and 1770) state ""houses in general are built of brick, most of them in the Dutch method."" Brick was standard for middle-class housing in lower Manhattan by 1770s.",10,t,residential_middle,#8B5E3C,tw_1776_01M08HMQZXT9XFDCP2Z5YAAQJM,\N
3907,\N,\N,0106000020110F0000010000000103000000010000000700000000004E8BDE6D5FC10000C06582F552410000B641DE6D5FC10000E0D383F5524100009632DE6D5FC10000201F84F552410000C650D86D5FC1000018F082F552410000D65FD86D5FC1000030A582F55241000080A9D86D5FC10000B83681F5524100004E8BDE6D5FC10000C06582F55241,docks,\N,\N,\N,\N,great_fire_spatial_analysis,\N,16 Greenwich Street,1,wood_frame,shed,destroyed_1776_great_fire,"House number generated (not confirmed). Pre-1793 NYC had no systematic numbering. Inferred from building_type using 1776 Manhattan architectural norms. Wealthy=brick/3fl (post-1766 building code favored brick after fires). Middle=wood clapboard/2fl. Poor=wood frame/2fl. Govt=stone/3fl. See: Blackmar ""Manhattan for Rent"", Burrows & Wallace ""Gotham"" Ch.7-8.",16,t,docks,#4A90D9,tw_1776_01M08HMQZXP01GWKE2VAV3SSSA,\N
3908,\N,\N,0106000020110F000001000000010300000001000000050000000000D4EA046D5FC1000030BDB8F452410000444F066D5FC10000388EB7F4524100008FE6086D5FC10000589ABAF4524100002182076D5FC1000050C9BBF452410000D4EA046D5FC1000030BDB8F45241,docks,\N,\N,\N,\N,period_defaults_v1,\N,\N,1,wood_frame,shed,\N,"Inferred from building_type using 1776 Manhattan architectural norms. Wealthy=brick/3fl (post-1766 building code favored brick after fires). Middle=wood clapboard/2fl. Poor=wood frame/2fl. Govt=stone/3fl. See: Blackmar ""Manhattan for Rent"", Burrows & Wallace ""Gotham"" Ch.7-8.",\N,f,docks,#4A90D9,tw_1776_01M08HMQZX2KZA8BSZMZSHS3MJ,\N
3910,\N,Haight Ben.,0106000020110F0000010000000103000000010000000700000000008401F66D5FC10000C88FA5F452410000C617F56D5FC10000C805A7F452410000EEBBF46D5FC100002099A7F4524100004EA4EF6D5FC10000D06CA4F452410000BC00F06D5FC1000088D8A3F452410000D2EAF06D5FC10000F061A2F4524100008401F66D5FC10000C88FA5F45241,residential_wealthy,\N,\N,\N,\N,great_fire_spatial_analysis; 1786_NYC_Directory,\N,68 Broadway,3,brick,gambrel,destroyed_1776_great_fire,"House number generated (not confirmed). Pre-1793 NYC had no systematic numbering. 1786 Directory match (post-war, owners may differ from 1776). Addr: 53 Broadway. Broadway main thoroughfare - premium construction. Stokes Iconography Vol IV.",68,t,residential_wealthy,#2ECC71,tw_1776_01M08HMQZXXHKRC0B0HG8PJJJS,\N
3911,\N,Hamilton,0106000020110F0000010000000103000000010000000500000000000AB0A36D5FC10000484D45F452410000C673A56D5FC1000020E643F4524100007490A86D5FC10000F0CF47F452410000BCCCA66D5FC10000203749F4524100000AB0A36D5FC10000484D45F45241,commercial_middle,\N,\N,\N,\N,period_defaults_v1; 1786_NYC_Directory,\N,80 Water Street,2,wood_frame,gabled,\N,"House number generated (not confirmed). Pre-1793 NYC had no systematic numbering. 1786 Directory match (post-war, owners may differ from 1776). Addr: 33 Water Street. Waterfront commercial area - wood frame typical per Burrows & Wallace ""Gotham"". Near docks/wharves.",80,t,commercial_wealthy,#E8871A,tw_1776_01M08HMQZXCWQRXN661P03T1HT,\N
