id,block_id,on_plate,alignment_class,cell_class,block_coverage_class,split,negatives_allowed_in_block
2681,23,True,weak_ink_support,loose_placement,partial,train,False
2683,186,True,weak_ink_support,loose_placement,partial,train,False
2684,3,True,weak_ink_support,loose_placement,partial,train,False
2687,185,True,weak_ink_support,traced_merged_cells,partial,train,False
2712,75,True,weak_ink_support,loose_placement,partial,train,False
2715,1,True,weak_ink_support,loose_placement,partial,val,False
2717,78,True,weak_ink_support,loose_placement,partial,train,False
2718,114,True,aligned,loose_placement,partial,train,False
2719,193,True,aligned,traced_single_cell,partial,train,False
2720,66,True,weak_ink_support,loose_placement,partial,train,False
2722,9,True,weak_ink_support,loose_placement,partial,train,False
2723,176,True,weak_ink_support,loose_placement,partial,train,False
2724,212,True,weak_ink_support,loose_placement,partial,train,False
2728,119,True,weak_ink_support,loose_placement,partial,train,False
2731,25,True,aligned,loose_placement,partial,train,False
2733,22,True,weak_ink_support,loose_placement,partial,train,False
2734,48,True,weak_ink_support,loose_placement,sparse,val,False
2736,15,True,weak_ink_support,loose_placement,partial,train,False
2737,23,True,weak_ink_support,loose_placement,partial,train,False
2738,59,True,weak_ink_support,blank_plate,no_drawn_cells,val,False
2739,186,True,weak_ink_support,loose_placement,partial,train,False
2740,3,True,weak_ink_support,traced_single_cell,partial,train,False
2743,185,True,aligned,loose_placement,partial,train,False
2768,75,True,weak_ink_support,loose_placement,partial,train,False
2770,213,True,aligned,traced_merged_cells,partial,train,False
2771,1,True,weak_ink_support,loose_placement,partial,val,False
2773,78,True,weak_ink_support,loose_placement,partial,train,False
2774,114,True,weak_ink_support,loose_placement,partial,train,False
2775,193,True,aligned,traced_single_cell,partial,train,False
2776,66,True,weak_ink_support,loose_placement,partial,train,False
2778,9,True,weak_ink_support,traced_single_cell,partial,train,False
2779,176,True,weak_ink_support,loose_placement,partial,train,False
2780,212,True,weak_ink_support,loose_placement,partial,train,False
2784,119,True,weak_ink_support,loose_placement,partial,train,False
2787,25,True,weak_ink_support,loose_placement,partial,train,False
2789,22,True,weak_ink_support,loose_placement,partial,train,False
2790,48,True,weak_ink_support,loose_placement,sparse,val,False
2792,15,True,weak_ink_support,loose_placement,partial,train,False
2793,23,True,weak_ink_support,loose_placement,partial,train,False
2794,59,True,weak_ink_support,blank_plate,no_drawn_cells,val,False
2795,186,True,weak_ink_support,loose_placement,partial,train,False
2796,3,True,aligned,traced_single_cell,partial,train,False
2799,185,True,aligned,traced_single_cell,partial,train,False
2824,75,True,weak_ink_support,traced_merged_cells,partial,train,False
2826,213,True,weak_ink_support,loose_placement,partial,train,False
2827,1,True,weak_ink_support,loose_placement,partial,val,False
2829,78,True,weak_ink_support,loose_placement,partial,train,False
2830,114,True,weak_ink_support,loose_placement,partial,train,False
2831,193,True,weak_ink_support,loose_placement,partial,train,False
2832,66,True,weak_ink_support,loose_placement,partial,train,False
2834,9,True,weak_ink_support,traced_single_cell,partial,train,False
2835,176,True,weak_ink_support,loose_placement,partial,train,False
2836,212,True,weak_ink_support,loose_placement,partial,train,False
2839,71,True,aligned,traced_merged_cells,partial,train,False
2840,119,True,weak_ink_support,loose_placement,partial,train,False
2842,108,False,off_plate,off_plate,no_drawn_cells,excluded_off_plate,False
2843,25,True,weak_ink_support,loose_placement,partial,train,False
2845,22,True,weak_ink_support,loose_placement,partial,train,False
2848,15,True,weak_ink_support,traced_single_cell,partial,train,False
2849,23,True,weak_ink_support,loose_placement,partial,train,False
2851,186,True,weak_ink_support,loose_placement,partial,train,False
2852,3,True,weak_ink_support,loose_placement,partial,train,False
2855,185,True,aligned,traced_single_cell,partial,train,False
2880,75,True,weak_ink_support,loose_placement,partial,train,False
2883,1,True,weak_ink_support,loose_placement,partial,val,False
2886,114,True,weak_ink_support,loose_placement,partial,train,False
2887,193,True,weak_ink_support,loose_placement,partial,train,False
2888,66,True,weak_ink_support,loose_placement,partial,train,False
2890,9,True,weak_ink_support,loose_placement,partial,train,False
2891,176,True,weak_ink_support,loose_placement,partial,train,False
2892,212,True,weak_ink_support,loose_placement,partial,train,False
2895,71,True,weak_ink_support,traced_single_cell,partial,train,False
2899,25,True,weak_ink_support,loose_placement,partial,train,False
2901,22,True,aligned,traced_single_cell,partial,train,False
2904,15,True,weak_ink_support,loose_placement,partial,train,False
2907,186,True,weak_ink_support,loose_placement,partial,train,False
2908,3,True,aligned,loose_placement,partial,train,False
2909,53,True,weak_ink_support,loose_placement,partial,train,False
2936,75,True,weak_ink_support,loose_placement,partial,train,False
2939,1,True,weak_ink_support,loose_placement,partial,val,False
2941,78,True,weak_ink_support,loose_placement,partial,train,False
2942,114,True,weak_ink_support,loose_placement,partial,train,False
2943,193,True,aligned,loose_placement,partial,train,False
2944,66,True,weak_ink_support,loose_placement,partial,train,False
2946,9,True,weak_ink_support,traced_single_cell,partial,train,False
2947,176,True,weak_ink_support,loose_placement,partial,train,False
2948,212,True,weak_ink_support,loose_placement,partial,train,False
2950,233,True,weak_ink_support,loose_placement,partial,val,False
2951,71,True,weak_ink_support,loose_placement,partial,train,False
2952,119,True,weak_ink_support,loose_placement,partial,train,False
2955,25,True,weak_ink_support,loose_placement,partial,train,False
2957,22,True,weak_ink_support,traced_single_cell,partial,train,False
2960,15,True,aligned,loose_placement,partial,train,False
2963,186,True,weak_ink_support,loose_placement,partial,train,False
2965,53,True,weak_ink_support,loose_placement,partial,train,False
2967,209,True,weak_ink_support,loose_placement,partial,train,False
2992,75,True,weak_ink_support,loose_placement,partial,train,False
2993,77,False,off_plate,off_plate,off_plate,excluded_off_plate,False
2994,213,True,weak_ink_support,loose_placement,partial,train,False
2995,1,True,weak_ink_support,blank_plate,partial,val,False
2997,78,True,weak_ink_support,loose_placement,partial,train,False
2998,114,True,weak_ink_support,loose_placement,partial,train,False
3000,66,True,weak_ink_support,loose_placement,partial,train,False
3001,120,False,off_plate,off_plate,off_plate,excluded_off_plate,False
3002,9,True,aligned,loose_placement,partial,train,False
3004,212,True,weak_ink_support,loose_placement,partial,train,False
3006,233,True,weak_ink_support,loose_placement,partial,val,False
3007,71,True,weak_ink_support,loose_placement,partial,train,False
3008,119,True,weak_ink_support,traced_single_cell,partial,train,False
3011,25,True,weak_ink_support,loose_placement,partial,train,False
3013,22,True,weak_ink_support,loose_placement,partial,train,False
3016,15,True,aligned,loose_placement,partial,train,False
3017,160,True,weak_ink_support,loose_placement,partial,val,False
3019,186,True,weak_ink_support,traced_merged_cells,partial,train,False
3021,53,True,weak_ink_support,loose_placement,partial,train,False
3022,84,False,off_plate,off_plate,off_plate,excluded_off_plate,False
3048,75,True,weak_ink_support,loose_placement,partial,train,False
3049,77,False,off_plate,off_plate,off_plate,excluded_off_plate,False
3050,213,True,weak_ink_support,loose_placement,partial,train,False
3051,1,True,weak_ink_support,blank_plate,partial,val,False
3052,104,False,off_plate,off_plate,off_plate,excluded_off_plate,False
3053,78,True,weak_ink_support,loose_placement,partial,train,False
3054,114,True,weak_ink_support,loose_placement,partial,train,False
3055,193,True,aligned,loose_placement,partial,train,False
3056,66,True,weak_ink_support,loose_placement,partial,train,False
3057,120,False,off_plate,off_plate,off_plate,excluded_off_plate,False
3058,9,True,aligned,traced_single_cell,partial,train,False
3060,212,True,weak_ink_support,loose_placement,partial,train,False
3063,71,True,weak_ink_support,loose_placement,partial,train,False
3064,119,True,aligned,traced_single_cell,partial,train,False
3067,25,True,weak_ink_support,loose_placement,partial,train,False
3069,22,True,weak_ink_support,loose_placement,partial,train,False
3072,15,True,weak_ink_support,loose_placement,partial,train,False
3073,160,True,weak_ink_support,loose_placement,partial,val,False
3075,186,True,weak_ink_support,traced_single_cell,partial,train,False
3076,179,True,aligned,traced_single_cell,partial,train,False
3077,53,True,weak_ink_support,loose_placement,partial,train,False
3078,84,False,off_plate,off_plate,off_plate,excluded_off_plate,False
3104,75,True,weak_ink_support,loose_placement,partial,train,False
3107,1,True,weak_ink_support,blank_plate,partial,val,False
3109,78,True,weak_ink_support,loose_placement,partial,train,False
3110,114,True,weak_ink_support,loose_placement,partial,train,False
3111,193,True,weak_ink_support,loose_placement,partial,train,False
3112,66,True,weak_ink_support,loose_placement,partial,train,False
3113,120,False,off_plate,off_plate,off_plate,excluded_off_plate,False
3114,9,True,weak_ink_support,loose_placement,partial,train,False
3115,123,True,weak_ink_support,loose_placement,partial,train,False
3119,71,True,weak_ink_support,loose_placement,partial,train,False
3120,119,True,aligned,loose_placement,partial,train,False
3123,25,True,weak_ink_support,loose_placement,partial,train,False
3125,22,True,weak_ink_support,loose_placement,partial,train,False
3129,160,True,weak_ink_support,loose_placement,partial,val,False
3131,186,True,weak_ink_support,traced_merged_cells,partial,train,False
3132,179,True,weak_ink_support,traced_merged_cells,partial,train,False
3133,53,True,weak_ink_support,loose_placement,partial,train,False
3160,75,True,weak_ink_support,loose_placement,partial,train,False
3161,77,False,off_plate,off_plate,off_plate,excluded_off_plate,False
3163,1,True,weak_ink_support,blank_plate,partial,val,False
3165,78,True,weak_ink_support,loose_placement,partial,train,False
3166,114,True,weak_ink_support,loose_placement,partial,train,False
3167,193,True,weak_ink_support,loose_placement,partial,train,False
3169,120,False,off_plate,off_plate,off_plate,excluded_off_plate,False
3170,9,True,weak_ink_support,loose_placement,partial,train,False
3171,123,True,weak_ink_support,loose_placement,partial,train,False
3175,71,True,weak_ink_support,loose_placement,partial,train,False
3176,119,True,weak_ink_support,loose_placement,partial,train,False
3179,25,True,weak_ink_support,loose_placement,partial,train,False
3181,22,True,weak_ink_support,traced_merged_cells,partial,train,False
3185,160,True,weak_ink_support,loose_placement,partial,val,False
3187,186,True,weak_ink_support,loose_placement,partial,train,False
3189,53,True,weak_ink_support,loose_placement,partial,train,False
3191,209,True,weak_ink_support,loose_placement,partial,train,False
3217,75,True,weak_ink_support,loose_placement,partial,train,False
3218,77,False,off_plate,off_plate,off_plate,excluded_off_plate,False
3219,171,False,off_plate,off_plate,off_plate,excluded_off_plate,False
3220,1,True,weak_ink_support,blank_plate,partial,val,False
3222,78,True,weak_ink_support,loose_placement,partial,train,False
3223,114,True,weak_ink_support,traced_merged_cells,partial,train,False
3224,193,True,aligned,traced_single_cell,partial,train,False
3225,66,True,weak_ink_support,loose_placement,partial,train,False
3226,120,False,off_plate,off_plate,off_plate,excluded_off_plate,False
3227,9,True,weak_ink_support,loose_placement,partial,train,False
3228,123,True,weak_ink_support,loose_placement,partial,train,False
3233,119,True,weak_ink_support,loose_placement,partial,train,False
3236,25,True,weak_ink_support,loose_placement,partial,train,False
3237,146,False,off_plate,off_plate,off_plate,excluded_off_plate,False
3238,22,True,aligned,loose_placement,partial,train,False
3242,160,True,weak_ink_support,loose_placement,partial,val,False
3244,186,True,weak_ink_support,loose_placement,partial,train,False
3246,53,True,weak_ink_support,loose_placement,partial,train,False
3248,209,True,weak_ink_support,loose_placement,partial,train,False
3274,75,True,weak_ink_support,loose_placement,partial,train,False
3275,77,False,off_plate,off_plate,off_plate,excluded_off_plate,False
3276,171,False,off_plate,off_plate,off_plate,excluded_off_plate,False
3277,1,True,weak_ink_support,blank_plate,partial,val,False
3279,78,True,weak_ink_support,loose_placement,partial,train,False
3280,114,True,aligned,traced_single_cell,partial,train,False
3281,193,True,aligned,traced_single_cell,partial,train,False
3282,66,True,weak_ink_support,loose_placement,partial,train,False
3284,9,True,weak_ink_support,traced_merged_cells,partial,train,False
3285,123,True,weak_ink_support,loose_placement,partial,train,False
3287,207,True,weak_ink_support,blank_plate,no_drawn_cells,val,False
3289,71,True,weak_ink_support,loose_placement,partial,train,False
3290,119,True,weak_ink_support,loose_placement,partial,train,False
3293,25,True,weak_ink_support,loose_placement,partial,train,False
3294,146,False,off_plate,off_plate,off_plate,excluded_off_plate,False
3295,22,True,aligned,loose_placement,partial,train,False
3299,160,True,weak_ink_support,loose_placement,partial,val,False
3301,186,True,weak_ink_support,loose_placement,partial,train,False
3303,53,True,weak_ink_support,loose_placement,partial,train,False
3305,209,True,weak_ink_support,loose_placement,partial,train,False
3306,32,True,weak_ink_support,loose_placement,sparse,val,False
3330,6,True,weak_ink_support,loose_placement,partial,train,False
3331,75,True,weak_ink_support,loose_placement,partial,train,False
3332,77,False,off_plate,off_plate,off_plate,excluded_off_plate,False
3333,171,False,off_plate,off_plate,off_plate,excluded_off_plate,False
3334,1,True,weak_ink_support,blank_plate,partial,val,False
3337,114,True,weak_ink_support,loose_placement,partial,train,False
3338,193,True,weak_ink_support,loose_placement,partial,train,False
3339,66,True,weak_ink_support,loose_placement,partial,train,False
3341,9,True,aligned,loose_placement,partial,train,False
3342,123,True,weak_ink_support,loose_placement,partial,train,False
3344,207,True,weak_ink_support,blank_plate,no_drawn_cells,val,False
3346,71,True,weak_ink_support,loose_placement,partial,train,False
3347,119,True,aligned,loose_placement,partial,train,False
3350,25,True,weak_ink_support,loose_placement,partial,train,False
3351,146,False,off_plate,off_plate,off_plate,excluded_off_plate,False
3352,22,True,weak_ink_support,loose_placement,partial,train,False
3355,20,True,weak_ink_support,loose_placement,partial,train,False
3356,160,True,weak_ink_support,blank_plate,partial,val,False
3358,186,True,weak_ink_support,loose_placement,partial,train,False
3360,53,True,weak_ink_support,loose_placement,partial,train,False
3362,209,True,weak_ink_support,loose_placement,partial,train,False
3387,6,True,weak_ink_support,loose_placement,partial,train,False
3388,75,True,weak_ink_support,loose_placement,partial,train,False
3391,1,True,weak_ink_support,blank_plate,partial,val,False
3394,114,True,weak_ink_support,loose_placement,partial,train,False
3395,193,True,weak_ink_support,loose_placement,partial,train,False
3396,66,True,weak_ink_support,loose_placement,partial,train,False
3398,9,True,weak_ink_support,loose_placement,partial,train,False
3399,123,True,weak_ink_support,loose_placement,partial,train,False
3401,207,True,weak_ink_support,blank_plate,no_drawn_cells,val,False
3402,233,True,weak_ink_support,loose_placement,partial,val,False
3403,71,True,weak_ink_support,loose_placement,partial,train,False
3404,119,True,weak_ink_support,loose_placement,partial,train,False
3407,25,True,weak_ink_support,loose_placement,partial,train,False
3409,22,True,weak_ink_support,loose_placement,partial,train,False
3412,20,True,weak_ink_support,loose_placement,partial,train,False
3413,160,True,weak_ink_support,blank_plate,partial,val,False
3415,186,True,weak_ink_support,loose_placement,partial,train,False
3417,53,True,weak_ink_support,loose_placement,partial,train,False
3419,209,True,aligned,loose_placement,partial,train,False
3444,6,True,weak_ink_support,loose_placement,partial,train,False
3445,75,True,weak_ink_support,loose_placement,partial,train,False
3447,171,False,off_plate,off_plate,off_plate,excluded_off_plate,False
3448,1,True,weak_ink_support,blank_plate,partial,val,False
3451,114,True,weak_ink_support,loose_placement,partial,train,False
3452,193,True,weak_ink_support,loose_placement,partial,train,False
3453,66,True,weak_ink_support,loose_placement,partial,train,False
3455,9,True,weak_ink_support,loose_placement,partial,train,False
3456,123,True,weak_ink_support,loose_placement,partial,train,False
3458,207,True,weak_ink_support,blank_plate,no_drawn_cells,val,False
3459,233,True,weak_ink_support,loose_placement,partial,val,False
3460,71,True,aligned,traced_single_cell,partial,train,False
3464,25,True,weak_ink_support,loose_placement,partial,train,False
3465,47,True,weak_ink_support,blank_plate,no_drawn_cells,val,False
3466,22,True,weak_ink_support,loose_placement,partial,train,False
3467,48,True,weak_ink_support,blank_plate,sparse,val,False
3469,20,True,weak_ink_support,loose_placement,partial,train,False
3470,160,True,weak_ink_support,blank_plate,partial,val,False
3476,209,True,weak_ink_support,loose_placement,partial,train,False
3501,6,True,weak_ink_support,loose_placement,partial,train,False
3502,75,True,weak_ink_support,loose_placement,partial,train,False
3504,171,False,off_plate,off_plate,off_plate,excluded_off_plate,False
3505,1,True,weak_ink_support,loose_placement,partial,val,False
3508,114,True,weak_ink_support,loose_placement,partial,train,False
3509,193,True,weak_ink_support,loose_placement,partial,train,False
3510,66,True,aligned,loose_placement,partial,train,False
3512,9,True,weak_ink_support,loose_placement,partial,train,False
3513,123,True,weak_ink_support,loose_placement,partial,train,False
3514,212,True,aligned,traced_merged_cells,partial,train,False
3515,207,True,weak_ink_support,blank_plate,no_drawn_cells,val,False
3516,233,True,aligned,traced_single_cell,partial,val,False
3517,71,True,aligned,traced_merged_cells,partial,train,False
3521,25,True,weak_ink_support,loose_placement,partial,train,False
3522,47,True,weak_ink_support,blank_plate,no_drawn_cells,val,False
3523,22,True,weak_ink_support,loose_placement,partial,train,False
3524,48,True,weak_ink_support,blank_plate,sparse,val,False
3526,20,True,weak_ink_support,loose_placement,partial,train,False
3529,186,True,weak_ink_support,loose_placement,partial,train,False
3533,209,True,weak_ink_support,loose_placement,partial,train,False
3558,6,True,weak_ink_support,traced_single_cell,partial,train,False
3559,75,True,weak_ink_support,loose_placement,partial,train,False
3562,1,True,weak_ink_support,loose_placement,partial,val,False
3565,114,True,aligned,loose_placement,partial,train,False
3566,193,True,weak_ink_support,loose_placement,partial,train,False
3569,9,True,weak_ink_support,loose_placement,partial,train,False
3570,123,True,weak_ink_support,traced_merged_cells,partial,train,False
3571,212,True,aligned,loose_placement,partial,train,False
3572,207,True,weak_ink_support,blank_plate,no_drawn_cells,val,False
3573,233,True,weak_ink_support,loose_placement,partial,val,False
3574,71,True,weak_ink_support,loose_placement,partial,train,False
3576,65,True,aligned,loose_placement,partial,train,False
3579,47,True,weak_ink_support,blank_plate,no_drawn_cells,val,False
3580,22,True,weak_ink_support,loose_placement,partial,train,False
3581,48,True,weak_ink_support,loose_placement,sparse,val,False
3583,20,True,weak_ink_support,loose_placement,partial,train,False
3586,186,True,weak_ink_support,loose_placement,partial,train,False
3587,179,True,aligned,loose_placement,partial,train,False
3588,158,False,off_plate,off_plate,off_plate,excluded_off_plate,False
3590,209,True,weak_ink_support,loose_placement,partial,train,False
3616,75,True,weak_ink_support,loose_placement,partial,train,False
3619,1,True,weak_ink_support,loose_placement,partial,val,False
3620,178,False,off_plate,off_plate,off_plate,excluded_off_plate,False
3622,114,True,weak_ink_support,loose_placement,partial,train,False
3626,9,True,weak_ink_support,loose_placement,partial,train,False
3627,123,True,weak_ink_support,loose_placement,partial,train,False
3628,212,True,aligned,loose_placement,partial,train,False
3629,207,True,weak_ink_support,blank_plate,no_drawn_cells,val,False
3630,233,True,weak_ink_support,loose_placement,partial,val,False
3631,71,True,weak_ink_support,loose_placement,partial,train,False
3633,65,True,weak_ink_support,loose_placement,partial,train,False
3635,218,False,off_plate,off_plate,off_plate,excluded_off_plate,False
3636,47,True,weak_ink_support,blank_plate,no_drawn_cells,val,False
3638,48,True,weak_ink_support,loose_placement,sparse,val,False
3640,20,True,weak_ink_support,loose_placement,partial,train,False
3641,160,True,weak_ink_support,blank_plate,partial,val,False
3642,122,True,aligned,loose_placement,partial,train,False
3643,186,True,weak_ink_support,loose_placement,partial,train,False
3644,179,True,weak_ink_support,traced_single_cell,partial,train,False
3647,209,True,weak_ink_support,loose_placement,partial,train,False
3673,75,True,weak_ink_support,loose_placement,partial,train,False
3676,1,True,aligned,traced_single_cell,partial,val,False
3682,149,True,weak_ink_support,loose_placement,partial,train,False
3683,9,True,weak_ink_support,loose_placement,partial,train,False
3684,123,True,weak_ink_support,loose_placement,partial,train,False
3686,207,True,weak_ink_support,blank_plate,no_drawn_cells,val,False
3687,233,True,weak_ink_support,loose_placement,partial,val,False
3688,71,True,weak_ink_support,loose_placement,partial,train,False
3689,119,True,weak_ink_support,loose_placement,partial,train,False
3690,65,True,aligned,traced_single_cell,partial,train,False
3692,218,False,off_plate,off_plate,off_plate,excluded_off_plate,False
3693,47,True,weak_ink_support,blank_plate,no_drawn_cells,val,False
3695,48,True,weak_ink_support,loose_placement,sparse,val,False
3697,20,True,weak_ink_support,loose_placement,partial,train,False
3698,160,True,weak_ink_support,blank_plate,partial,val,False
3699,122,True,weak_ink_support,loose_placement,partial,train,False
3700,186,True,weak_ink_support,loose_placement,partial,train,False
3701,179,True,weak_ink_support,traced_single_cell,partial,train,False
3730,75,True,weak_ink_support,loose_placement,partial,train,False
3733,1,True,weak_ink_support,loose_placement,partial,val,False
3736,121,True,weak_ink_support,loose_placement,partial,train,False
3737,193,True,weak_ink_support,loose_placement,partial,train,False
3739,149,True,weak_ink_support,loose_placement,partial,train,False
3740,9,True,weak_ink_support,loose_placement,partial,train,False
3741,123,True,weak_ink_support,loose_placement,partial,train,False
3743,207,True,weak_ink_support,blank_plate,no_drawn_cells,val,False
3744,233,True,weak_ink_support,loose_placement,partial,val,False
3745,71,True,weak_ink_support,loose_placement,partial,train,False
3746,119,True,weak_ink_support,loose_placement,partial,train,False
3747,65,True,aligned,traced_single_cell,partial,train,False
3749,218,False,off_plate,off_plate,off_plate,excluded_off_plate,False
3750,47,True,weak_ink_support,blank_plate,no_drawn_cells,val,False
3752,48,True,weak_ink_support,loose_placement,sparse,val,False
3753,0,True,weak_ink_support,blank_plate,exhaustive,val,True
3754,20,True,weak_ink_support,loose_placement,partial,train,False
3755,160,True,weak_ink_support,blank_plate,partial,val,False
3756,122,True,weak_ink_support,loose_placement,partial,train,False
3757,186,True,weak_ink_support,loose_placement,partial,train,False
3758,179,True,weak_ink_support,loose_placement,partial,train,False
3787,75,True,weak_ink_support,loose_placement,partial,train,False
3790,1,True,weak_ink_support,loose_placement,partial,val,False
3793,121,True,weak_ink_support,loose_placement,partial,train,False
3794,193,True,weak_ink_support,loose_placement,partial,train,False
3796,149,True,weak_ink_support,loose_placement,partial,train,False
3797,9,True,weak_ink_support,loose_placement,partial,train,False
3798,123,True,weak_ink_support,loose_placement,partial,train,False
3799,86,True,weak_ink_support,loose_placement,partial,train,False
3800,207,True,weak_ink_support,blank_plate,no_drawn_cells,val,False
3801,233,True,weak_ink_support,loose_placement,partial,val,False
3803,119,True,weak_ink_support,loose_placement,partial,train,False
3804,65,True,weak_ink_support,loose_placement,partial,train,False
3806,218,False,off_plate,off_plate,off_plate,excluded_off_plate,False
3807,47,True,weak_ink_support,loose_placement,no_drawn_cells,val,False
3809,48,True,weak_ink_support,loose_placement,sparse,val,False
3810,0,True,weak_ink_support,blank_plate,exhaustive,val,True
3812,160,True,weak_ink_support,blank_plate,partial,val,False
3813,122,True,weak_ink_support,loose_placement,partial,train,False
3814,186,True,weak_ink_support,loose_placement,partial,train,False
3815,179,True,aligned,loose_placement,partial,train,False
3818,125,True,weak_ink_support,loose_placement,partial,train,False
3844,75,True,weak_ink_support,loose_placement,partial,train,False
3847,1,True,aligned,loose_placement,partial,val,False
3850,121,True,weak_ink_support,loose_placement,partial,train,False
3851,193,True,weak_ink_support,loose_placement,partial,train,False
3853,149,True,weak_ink_support,loose_placement,partial,train,False
3854,9,True,weak_ink_support,loose_placement,partial,train,False
3855,123,True,weak_ink_support,loose_placement,partial,train,False
3856,86,True,weak_ink_support,loose_placement,partial,train,False
3857,207,True,weak_ink_support,blank_plate,no_drawn_cells,val,False
3858,233,True,weak_ink_support,loose_placement,partial,val,False
3861,65,True,weak_ink_support,loose_placement,partial,train,False
3864,47,True,weak_ink_support,loose_placement,no_drawn_cells,val,False
3866,48,True,weak_ink_support,loose_placement,sparse,val,False
3867,0,True,weak_ink_support,traced_merged_cells,exhaustive,val,True
3868,20,True,weak_ink_support,traced_single_cell,partial,train,False
3869,160,True,weak_ink_support,blank_plate,partial,val,False
3870,122,True,aligned,loose_placement,partial,train,False
3871,186,True,weak_ink_support,loose_placement,partial,train,False
3872,179,True,aligned,traced_merged_cells,partial,train,False
3875,125,True,weak_ink_support,loose_placement,partial,train,False
3901,75,True,weak_ink_support,loose_placement,partial,train,False
3904,1,True,aligned,loose_placement,partial,val,False
3907,121,True,aligned,loose_placement,partial,train,False
3908,193,True,weak_ink_support,loose_placement,partial,train,False
3910,149,True,weak_ink_support,loose_placement,partial,train,False
3911,9,True,weak_ink_support,loose_placement,partial,train,False
3912,123,True,weak_ink_support,loose_placement,partial,train,False
3913,86,True,weak_ink_support,loose_placement,partial,train,False
3914,207,True,weak_ink_support,blank_plate,no_drawn_cells,val,False
3915,233,True,weak_ink_support,loose_placement,partial,val,False
3917,119,True,weak_ink_support,loose_placement,partial,train,False
3918,65,True,weak_ink_support,loose_placement,partial,train,False
3921,47,True,weak_ink_support,loose_placement,no_drawn_cells,val,False
3922,134,True,weak_ink_support,loose_placement,sparse,train,False
3923,48,True,weak_ink_support,loose_placement,sparse,val,False
3924,0,True,weak_ink_support,loose_placement,exhaustive,val,True
3925,20,True,weak_ink_support,loose_placement,partial,train,False
3926,160,True,weak_ink_support,blank_plate,partial,val,False
3927,122,True,aligned,loose_placement,partial,train,False
3928,186,True,weak_ink_support,loose_placement,partial,train,False
3929,179,True,aligned,traced_merged_cells,partial,train,False
3932,125,True,weak_ink_support,loose_placement,partial,train,False
3958,75,True,weak_ink_support,loose_placement,partial,train,False
3961,1,True,weak_ink_support,loose_placement,partial,val,False
3964,121,True,weak_ink_support,loose_placement,partial,train,False
3967,149,True,aligned,loose_placement,partial,train,False
3969,123,True,weak_ink_support,loose_placement,partial,train,False
3970,86,True,weak_ink_support,loose_placement,partial,train,False
3971,207,True,weak_ink_support,blank_plate,no_drawn_cells,val,False
3974,119,True,weak_ink_support,loose_placement,partial,train,False
3975,65,True,weak_ink_support,loose_placement,partial,train,False
3976,4,True,weak_ink_support,loose_placement,partial,train,False
3978,47,True,weak_ink_support,loose_placement,no_drawn_cells,val,False
3980,48,True,weak_ink_support,loose_placement,sparse,val,False
3981,0,True,weak_ink_support,loose_placement,exhaustive,val,True
3982,20,True,aligned,traced_merged_cells,partial,train,False
3984,122,True,weak_ink_support,loose_placement,partial,train,False
3986,179,True,weak_ink_support,traced_single_cell,partial,train,False
3989,125,True,weak_ink_support,loose_placement,partial,train,False
4014,28,False,off_plate,off_plate,off_plate,excluded_off_plate,False
4015,75,True,weak_ink_support,loose_placement,partial,train,False
4018,1,True,weak_ink_support,loose_placement,partial,val,False
4020,50,True,weak_ink_support,blank_plate,no_drawn_cells,val,False
4021,121,True,weak_ink_support,loose_placement,partial,train,False
4023,21,True,weak_ink_support,loose_placement,partial,train,False
4024,149,True,aligned,loose_placement,partial,train,False
4026,123,True,aligned,traced_single_cell,partial,train,False
4027,86,True,weak_ink_support,loose_placement,partial,train,False
4028,207,True,weak_ink_support,blank_plate,no_drawn_cells,val,False
4031,119,True,weak_ink_support,loose_placement,partial,train,False
4032,65,True,weak_ink_support,loose_placement,partial,train,False
4033,4,True,aligned,traced_single_cell,partial,train,False
4035,47,True,weak_ink_support,blank_plate,no_drawn_cells,val,False
4037,48,True,aligned,loose_placement,sparse,val,False
4038,0,True,weak_ink_support,loose_placement,exhaustive,val,True
4041,122,True,weak_ink_support,loose_placement,partial,train,False
4043,179,True,weak_ink_support,traced_single_cell,partial,train,False
4046,125,True,weak_ink_support,loose_placement,partial,train,False
4071,28,False,off_plate,off_plate,off_plate,excluded_off_plate,False
4072,75,True,aligned,loose_placement,partial,train,False
4075,1,True,weak_ink_support,loose_placement,partial,val,False
4078,121,True,weak_ink_support,loose_placement,partial,train,False
4080,21,True,weak_ink_support,loose_placement,partial,train,False
4081,149,True,weak_ink_support,loose_placement,partial,train,False
4084,86,True,weak_ink_support,loose_placement,partial,train,False
4085,207,True,weak_ink_support,blank_plate,no_drawn_cells,val,False
4089,65,True,weak_ink_support,loose_placement,partial,train,False
4090,4,True,aligned,traced_single_cell,partial,train,False
4092,47,True,weak_ink_support,blank_plate,no_drawn_cells,val,False
4094,48,True,weak_ink_support,loose_placement,sparse,val,False
4095,0,True,weak_ink_support,loose_placement,exhaustive,val,True
4098,122,True,weak_ink_support,loose_placement,partial,train,False
4103,125,True,weak_ink_support,loose_placement,partial,train,False
4129,75,True,aligned,loose_placement,partial,train,False
4132,1,True,weak_ink_support,loose_placement,partial,val,False
4135,121,True,weak_ink_support,loose_placement,partial,train,False
4137,21,True,weak_ink_support,loose_placement,partial,train,False
4138,149,True,weak_ink_support,loose_placement,partial,train,False
